Item Code,Group Code,Item Name,Barcode/Print Name,Company,Quality,Unit,Opening Qty,Opening Value,Min Level,Reorder Level,Fixed Sale Rate,Fixed Purchase Rate,Wholesale Rate,Purchase Rate,Cost Rate A,Cost Rate B,Cost Rate C,HSN Code,GST %,Box,Cut,Mark,Date,Active
5236,SUIT,1101 & 1102 Spl Design [Pouch],1101 & 1102 Spl Design [Pouch],Ngp,,P,0,0,0,0,335.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-25,True
5237,SAREE,Sunidhi,Pavan Avsar,Asc,,P,0,0,0,0,164.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-26,True
5238,SAREE,Bloom,Bloom,Bp,,P,0,0,0,0,385.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-26,True
5239,SAREE,Tapti Ganga,Tapti Ganga,Bp,,P,0,0,0,0,365.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-26,True
5240,SAREE,Jeevan Sangini,Jeevan Sangini,Bp,,P,0,0,0,0,380.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-26,True
5241,SAREE,Rang Kart,Rang Kart,Bp,,P,0,0,0,0,510.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-26,True
5242,SAREE,Star Galaxy,Star Galaxy,Bp,,P,0,0,0,0,500.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-26,True
5243,SAREE,Gopinath Jee,Gopinath Jee,Bp,,P,0,0,0,0,485.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-26,True
5244,SAREE,Radha Mani,Radha Mani,Bp,,P,0,0,0,0,305.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-26,True
5245,SAREE,Zara Gold,Zara Gold,Kss,,P,0,0,0,0,421.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-26,True
5246,SAREE,Shakti,Shakti,Kks,,P,0,0,0,0,490.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-26,True
5247,SUIT,Maya Jaal,Maya Jaal,As,,P,0,0,0,0,370.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-26,True
5248,SUIT,Avantika,Avantika,As,,P,0,0,0,0,425.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-26,True
5249,SUIT,Saiyaara,Saiyaara,As,,P,0,0,0,0,425.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-26,True
5250,SUIT,Aasha Jyoti,Aasha Jyoti,As,,P,0,0,0,0,450.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-26,True
5251,SAREE,Nikita-1,Nikita-1,Kfs,,P,0,0,0,0,790.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-27,True
5252,SAREE,Royal Sarita-2,Royal Sarita-2,Kfs,,P,0,0,0,0,845.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-27,True
5253,SAREE,Anubhuti Silk-38,Anubhuti Silk-38,Kfs,,P,0,0,0,0,595.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-27,True
5254,SAREE,Devshree Silk-7,Devshree Silk-7,Ksm,,P,0,0,0,0,1150.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-27,True
5255,SAREE,Devshree Silk-1,Devshree Silk-1,Ksm,,P,0,0,0,0,1150.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-27,True
5256,SAREE,Gulmohini-6,Gulmohini-6,Ksm,,P,0,0,0,0,1225.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-27,True
5257,SAREE,Halcoba-2,Halcoba-2,Ksm,,P,0,0,0,0,1325.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-27,True
5258,SAREE,Gulmohini-8,Gulmohini-8,Ksm,,P,0,0,0,0,1225.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-27,True
5259,SAREE,Richa Star-62,Richa Star-62,Ksm,,P,0,0,0,0,1725.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-27,True
5260,RUBIA,Shalini [Spp 78CM],Shalini [Spp 78CM],Mp,,P,0,0,0,0,38.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-27,True
5261,RUBIA,Pashmina(Mf),Shalini [Spp 78CM],Mp,,P,0,0,0,0,38.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-27,True
5262,SAREE,Blueberry Silk-302,Blueberry Silk-302,Ksm,,P,0,0,0,0,675.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-27,True
5263,SAREE,Dhoom Star-115,Dhoom Star-115,Ksm,,P,0,0,0,0,825.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-27,True
5264,SAREE,Dhoom Star-974,Dhoom Star-974,Ksm,,P,0,0,0,0,825.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-27,True
5265,SAREE,Kalakari Silk-702,Kalakari Silk-702,Ksm,,P,0,0,0,0,750.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-27,True
5266,SAREE,Alovera Silk-354,Alovera Silk-354,Ksm,,P,0,0,0,0,1425.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-27,True
5267,SAREE,Nootan Silk-101,Nootan Silk-101,Ksm,,P,0,0,0,0,1725.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-27,True
5268,RUBIA,Sona,Platinum (Thaan),Mp,,P,0,0,0,0,47.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-27,True
5269,SAREE,Kalaniketan-802,Kalaniketan-802,Ksm,,P,0,0,0,0,1250.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-27,True
5270,SAREE,Agnipath-107,Agnipath-107,Ksm,,P,0,0,0,0,1240.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-27,True
5271,SAREE,Gold Platinum-980,Gold Platinum-980,Ksm,,P,0,0,0,0,1375.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-27,True
5272,SAREE,Naach Gaana,Naach Gaana,Mf,,P,0,0,0,0,210.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-27,True
5273,SAREE,Red Wine,Red Wine,Mf,,P,0,0,0,0,430.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-27,True
5274,SAREE,Roopika,Roopika,Mf,,P,0,0,0,0,480.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-27,True
5275,SAREE,Satrangi,Satrangi,Mf,,P,0,0,0,0,530.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-27,True
5276,SAREE,Gehna (Gp),Gehna (Gp),Mf,,P,0,0,0,0,505.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-27,True
5277,SAREE,Laddu Gopal,Kaccha Aam [Pouch],Asc,,P,0,0,0,0,220.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-28,True
5278,SAREE,Shivratri,41 Lakh,Ata,,P,0,0,0,0,19.61,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-28,True
5279,ASTAR,Vimal Spp 65 Cm,Vimal Spp 65 Cm,Ri,,P,0,0,0,0,10.41,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-29,True
5280,RUBIA,Pashmina,Tini Mini (78CM 3FOLD),Mp,,P,0,0,0,0,33.5,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-29,True
5281,MARKIN,Maharaja,Sadabahar,Ata,,P,0,0,0,0,19.61,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-29,True
5282,SAREE,Chintamani,Chintamani,Bp,,P,0,0,0,0,235.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-29,True
5283,SAREE,Meera,Meera,Bp,,P,0,0,0,0,275.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-29,True
5284,SAREE,Gokuldham,Gokuldham,Bp,,P,0,0,0,0,295.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-29,True
5285,SAREE,Pahla Nasha,Pahla Nasha,Bp,,P,0,0,0,0,280.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-29,True
5286,SAREE,Mala,Mala,Bp,,P,0,0,0,0,270.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-29,True
5287,SAREE,Sunday Monday,Sunday Monday,Bp,,P,0,0,0,0,595.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-29,True
5288,SAREE,Anand Dhara,Anand Dhara,Bp,,P,0,0,0,0,450.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-29,True
5289,SAREE,Brijbala,Brijbala,Bp,,P,0,0,0,0,590.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-29,True
5290,SAREE,Dil Khushal,Dil Khushal,Bp,,P,0,0,0,0,455.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-29,True
5291,SAREE,Balusahi,Balusahi,Bp,,P,0,0,0,0,525.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-29,True
5292,SAREE,Basanti [Red],Basanti [Red],Bp,,P,0,0,0,0,350.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-29,True
5293,SAREE,Piano,Piano,Bp,,P,0,0,0,0,365.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-29,True
5294,SAREE,Shyam Sarkar,Shyam Sarkar,Bp,,P,0,0,0,0,440.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-29,True
5295,SAREE,Chanakya,Chanakya,Bp,,P,0,0,0,0,440.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-29,True
5296,SAREE,Off White,Off White,Kss,,P,0,0,0,0,295.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-30,True
5297,SAREE,Dhun,Dhun,Kss,,P,0,0,0,0,371.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-30,True
5298,SAREE,Pepsi,Pepsi,Kks,,P,0,0,0,0,365.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-30,True
5299,SAREE,Sasu Maa,Sasu Maa,Kks,,P,0,0,0,0,360.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-30,True
5300,SAREE,Jija Sali,Jija Sali,Kks,,P,0,0,0,0,435.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-30,True
5301,SAREE,Miss Call,Miss Call,Kks,,P,0,0,0,0,325.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-30,True
5302,SAREE,Emi,Emi,Kks,,P,0,0,0,0,430.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-08-30,True
5303,SAREE,Royal Figure,Royal Madhubani,Ppp,,P,0,0,0,0,282.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-01,True
5304,SAREE,Kalki Siroski,Mithila Siroski,Ppp,,P,0,0,0,0,245.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-01,True
5305,RUBIA,Hira Moti Than,Hira Moti Than,Ri,,P,0,0,0,0,20.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-01,True
5306,RUBIA,Vimal,Rangoli (78CM Spp),Mp,,P,0,0,0,0,28.75,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-02,True
5307,GAMCHA,Pioneer [Gold],Pioneer [Gold],Rtm,,P,0,0,0,0,35.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-02,True
5308,GAMCHA,Pioneer [Red],Pioneer [Red],Rtm,,P,0,0,0,0,36.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-02,True
5309,SUIT,Enjoy,Enjoy,Ttf,,P,0,0,0,0,218.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-03,True
5310,SUIT,Yash Boss,Yash Boss,Ttf,,P,0,0,0,0,215.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-03,True
5311,SUIT,Maradona,Maradona,As,,P,0,0,0,0,425.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-03,True
5312,SUIT,Awarapan,Awarapan,As,,P,0,0,0,0,390.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-03,True
5313,SUIT,Rajhans,Rajhans,As,,P,0,0,0,0,388.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-03,True
5314,SUIT,Digital India,Digital India,Mf,,P,0,0,0,0,510.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-03,True
5315,SUIT,Amar Prem,Amar Prem,Mf,,P,0,0,0,0,699.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-03,True
5316,SUIT,Good Idea,Good Idea,Mf,,P,0,0,0,0,445.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-03,True
5317,SAREE,Rangili Chunari,Rangili Chunari,Bp,,P,0,0,0,0,885.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-04,True
5318,SUIT,Sui Dhaga Pouch,Sui Dhaga Pouch,Jkp,,P,0,0,0,0,260.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-04,True
5319,SAREE,Lal Bagh,Lal Bagh,Js,,P,0,0,0,0,230.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-04,True
5320,SAREE,Tv Girl,Tv Girl,Kss,,P,0,0,0,0,498.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-04,True
5321,SAREE,Ram Leela [Dusty],Ram Leela [Dusty],Ssps,,P,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-04,True
5322,SAREE,Tip-Top,Tip-Top,Ssps,,P,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-04,True
5323,SAREE,Ram Leela [Dark],Ram Leela [Dark],Ssps,,P,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-04,True
5324,SAREE,Mercury,Mercury,Ssps,,P,0,0,0,0,465.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-04,True
5325,SAREE,Kala Mandir,Kala Mandir,Ssps,,P,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-04,True
5326,SAREE,Dark Paddil Pown,Dark Paddil Pown,Ssps,,P,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-04,True
5327,SAREE,Kalana,Kalana,Ssps,,P,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-04,True
5328,SAREE,Parampara,Parampara,Mf,,P,0,0,0,0,378.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-05,True
5329,SAREE,Chief Guest,Chief Guest,Mf,,P,0,0,0,0,640.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-05,True
5330,SAREE,No Limit,No Limit,Mf,,P,0,0,0,0,406.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-05,True
5331,SAREE,Dhanpriya,Dhanpriya,Mf,,P,0,0,0,0,360.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-05,True
5332,SAREE,Gauri Pooja [Kanha Creation],Pavan Avsar,Asc,,P,0,0,0,0,164.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-05,True
5333,SAREE,Nandgaon [Kanha Creation],Nirvana,Asc,,P,0,0,0,0,174.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-05,True
5334,SAREE,Bajrangi,Modi [Without Siroski],Asc,,P,0,0,0,0,157.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-05,True
5335,SAREE,Taj,Taj,Bp,,P,0,0,0,0,310.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-05,True
5336,SAREE,Shringar,Shringar,Bp,,P,0,0,0,0,300.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-05,True
5337,SAREE,Dhamaka,Dhamaka,Ppp,,P,0,0,0,0,285.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-05,True
5338,SAREE,Saas Bahu,Saas Bahu,Ppp,,P,0,0,0,0,370.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-05,True
5339,SAREE,Mona,Mona,Bp,,P,0,0,0,0,355.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-09,True
5340,SUIT,Zara [Stitched Suit],Zara [Stitched Suit],Ngp,,P,0,0,0,0,460.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-09,True
5341,SAREE,Delhi Gate,Delhi Gate,Bp,,P,0,0,0,0,550.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-10,True
5342,SAREE,Jodha,Jodha,Bp,,P,0,0,0,0,585.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-10,True
5343,SAREE,Kalash Chunari,Kalash Chunari,Bp,,P,0,0,0,0,800.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-10,True
5344,SAREE,Bihar Puja,Bihar Puja,Bp,,P,0,0,0,0,720.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-10,True
5345,SAREE,Daawat,Daawat,Mf,,P,0,0,0,0,535.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-10,True
5346,SAREE,Taj India,Taj India,Mf,,P,0,0,0,0,540.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-10,True
5347,SAREE,Chak De India,Chak De India,Mf,,P,0,0,0,0,485.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-10,True
5348,SAREE,Ankita,Ankita,Mf,,P,0,0,0,0,455.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-10,True
5349,SAREE,Dilbar,Dilbar,Mf,,P,0,0,0,0,455.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-10,True
5350,SAREE,Sitaphal,Sitaphal,Mf,,P,0,0,0,0,410.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-10,True
5351,SAREE,Vasudha,Vasudha,Mf,,P,0,0,0,0,485.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-10,True
5352,SAREE,Avantika,Avantika,Mf,,P,0,0,0,0,481.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-10,True
5353,SAREE,Bhavini,Bhavini,Mf,,P,0,0,0,0,530.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-10,True
5354,SAREE,Shubh Kamna,Shubh Kamna,Mf,,P,0,0,0,0,501.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-10,True
5355,SAREE,Lal Pari,Lal Pari,Mf,,P,0,0,0,0,435.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-10,True
5356,SAREE,Girdhari,Girdhari,Mf,,P,0,0,0,0,440.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-10,True
5357,SAREE,Kamakhya,Kamakhya,Mf,,P,0,0,0,0,410.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-10,True
5358,SAREE,Indumati,Indumati,Mf,,P,0,0,0,0,405.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-10,True
5359,SAREE,Manjulika,Manjulika,Mf,,P,0,0,0,0,360.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-10,True
5360,SAREE,Jodha,Jodha,Mf,,P,0,0,0,0,395.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-10,True
5361,SAREE,Lavisha,Lavisha,Mf,,P,0,0,0,0,360.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-10,True
5362,SAREE,Kachori,Kachori,Mf,,P,0,0,0,0,355.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-10,True
5363,SAREE,Megha,Megha,Mf,,P,0,0,0,0,360.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-10,True
5364,SAREE,Menka,Menka,Mf,,P,0,0,0,0,360.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-10,True
5365,SAREE,Khushboo,Khushboo,Mf,,P,0,0,0,0,360.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-10,True
5366,SAREE,Jhumar,Jhumar,Mf,,P,0,0,0,0,395.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-10,True
5367,RUBIA,Priyanka (Thaan),Anupama (Thaan),Mti,,P,0,0,0,0,56.01,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-11,True
5368,SAREE,Nand Gopal,Nand Gopal,Mf,,P,0,0,0,0,345.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-12,True
5369,SAREE,Amber,Amber,Mf,,P,0,0,0,0,390.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-12,True
5370,SAREE,Rang Baaz,Rang Baaz,Mf,,P,0,0,0,0,310.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-12,True
5371,SAREE,Balma,Balma,Mf,,P,0,0,0,0,265.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-12,True
5372,SAREE,Jawani Diwani,Jawani Diwani,Mf,,P,0,0,0,0,309.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-12,True
5373,SAREE,Raj Gauri,Raj Gauri,Mf,,P,0,0,0,0,290.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-12,True
5374,SAREE,Racing Car,Racing Car,Mf,,P,0,0,0,0,575.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-12,True
5375,SAREE,Laung Latta,Laung Latta,Mf,,P,0,0,0,0,560.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-12,True
5376,SAREE,Fm Radio,Fm Radio,Mf,,P,0,0,0,0,465.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-12,True
5377,SAREE,Nimbu Pani,Nimbu Pani,Mf,,P,0,0,0,0,540.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-12,True
5378,DUPATTA,Preeti,Patiyala Pari [Than+Dupatta],Ri,,P,0,0,0,0,57.5,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-12,True
5379,SAREE,Rajeshwari,Rajeshwari,Mf,,P,0,0,0,0,270.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-12,True
5380,SAREE,Ganga Pooja,Ganga Pooja,Mf,,P,0,0,0,0,250.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-12,True
5381,SAREE,Raj Ratna,Raj Ratna,Mf,,P,0,0,0,0,495.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-12,True
5382,SAREE,Moti Mahal,Moti Mahal,Mf,,P,0,0,0,0,575.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-12,True
5383,SAREE,Mangal Deep,Mangal Deep,Mf,,P,0,0,0,0,310.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-12,True
5384,SAREE,Priyatma,Priyatma,Mf,,P,0,0,0,0,370.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-12,True
5385,SAREE,Miss Femina,Miss Femina,Mf,,P,0,0,0,0,395.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-12,True
5386,SAREE,Mango Dolly,Mango Dolly,Mf,,P,0,0,0,0,286.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-12,True
5387,SAREE,Gauri Gopal,Gauri Gopal,Bp,,P,0,0,0,0,535.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-13,True
5388,SAREE,Senna,Senna,Kss,,P,0,0,0,0,475.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-13,True
5389,SAREE,Natanya,Natanya,Kss,,P,0,0,0,0,485.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-13,True
5390,SAREE,T.V. Girl,T.V. Girl,Kss,,P,0,0,0,0,498.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-13,True
5391,SAREE,New Me,New Me,Kss,,P,0,0,0,0,331.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-13,True
5392,SAREE,Gurukul,Gurukul,Kss,,P,0,0,0,0,245.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-13,True
5393,EKRANGA,Aryabhatta,Jalpari,Ata,,P,0,0,0,0,16.41,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-13,True
5394,ROTO CHUNDRI,Jai Mata Di Allover,Jai Mata Di Allover,Asc,,P,0,0,0,0,53.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-13,True
5395,SUIT,Mahi Patiyala [Pouch],Mahi Patiyala [Pouch],Ngp,,P,0,0,0,0,235.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-13,True
5396,SAREE,Never Stop,Never Stop,Ns,,P,0,0,0,0,388.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-15,True
5397,SAREE,Mahima,Mahima,Ns,,P,0,0,0,0,265.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-15,True
5398,SAREE,Vansh,Vansh,Ns,,P,0,0,0,0,419.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-15,True
5399,SAREE,The Wife,The Wife,Ns,,P,0,0,0,0,362.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-15,True
5400,SAREE,Sit Down,Sit Down,Ns,,P,0,0,0,0,395.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-15,True
5401,SAREE,Tathastu,Tathastu,Ns,,P,0,0,0,0,295.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-15,True
5402,SAREE,Traveller,Traveller,Ns,,P,0,0,0,0,285.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-15,True
5403,SAREE,Sajdhaj Ke,Sajdhaj Ke,Ns,,P,0,0,0,0,365.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-15,True
5404,SAREE,18 Carat,18 Carat,ASS1,,P,0,0,0,0,395.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-15,True
5405,SAREE,Mercy,Mercy,ASS1,,P,0,0,0,0,395.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-15,True
5406,SAREE,Mitwa,Mitwa,ASS1,,P,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-15,True
5407,SAREE,Mix Items,Mix Items,ASS1,,P,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-15,True
5408,SAREE,Lok Sabha,Lok Sabha,Ssps,,P,0,0,0,0,345.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-15,True
5409,SAREE,Super Star,Super Star,Ssps,,P,0,0,0,0,435.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-15,True
5410,SAREE,Ghayal,Ghayal,Ssps,,P,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-15,True
5411,SAREE,All Time Hit,All Time Hit,Ssps,,P,0,0,0,0,315.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2025-09-15,True
